"GenusSpecies","Species","Genus","Family","SubOrder","hwl","div_brd","div_mam","lat","lon","Temp","Prec","cover"
"335","Dorocordulia_libera","libera","Dorocordulia","Corduliidae","Anisoptera",28.5,156.648948167158,46.7369064557191,45.340345859375,-77.34196515625,220.78125,2100.390625,30.453125
"336","Drepanoneura_muzoni","muzoni","Drepanoneura","Protoneuridae","Zygoptera",18.5,575.702122485678,195.750379568853,-8.22,-72.36,276,6294,80
"337","Drepanoneura_peruviensis","peruviensis","Drepanoneura","Protoneuridae","Zygoptera",19,462.05321908781,150.798561884726,-8.889125,-74.07355,280,7549,60
"338","Drepanoneura_tennesseni","tennesseni","Drepanoneura","Protoneuridae","Zygoptera",17,574.643807375182,170.531696464352,0.085,-76.9925,292,11314,80
"339","Drepanosticta_quadrata","quadrata","Drepanosticta","Platystictidae","Zygoptera",21,332.589666400726,82.7129264275652,1.39,103.81,289,11401,0
"340","Dromogomphus_armatus","armatus","Dromogomphus","Gomphidae","Anisoptera",38.5,187.087635940307,44.8923478825396,30.9314975,-85.4069525,217,2181,31.25
"341","Dromogomphus_spinosus","spinosus","Dromogomphus","Gomphidae","Anisoptera",36,163.690438716878,48.4165277161387,39.8987213953488,-82.2304249127907,222.604651162791,2103.875,32.218023255814
"342","Dromogomphus_spoliatus","spoliatus","Dromogomphus","Gomphidae","Anisoptera",34,173.734413646665,48.2113956050742,34.0540561960784,-94.3693477254902,242.694117647059,2395.10196078431,7.30980392156863
"343","Dysphaea_dimidiata","dimidiata","Dysphaea","Euphaeidae","Zygoptera",30.5,364.115772090315,135.70746291628,5.485,109.428,289,11401,65.5
"344","Dythemis_fugax","fugax","Dythemis","Libellulidae","Anisoptera",37,181.359434740546,49.7947240977579,31.2550501945525,-98.0474473929961,245.439688715953,2164.52140077821,4.95330739299611
"345","Dythemis_maya","maya","Dythemis","Libellulidae","Anisoptera",28,230.598924422118,75.7308412254267,26.9136685714286,-105.902094285714,291,5113.35714285714,22.3571428571429
"346","Dythemis_nigra","nigra","Dythemis","Libellulidae","Anisoptera",31,349.293152068909,120.749944082576,9.12502555555556,-78.7099855555556,287.333333333333,5910.22222222222,47.8888888888889
"347","Dythemis_nigrescens","nigrescens","Dythemis","Libellulidae","Anisoptera",33.5,227.41939055158,66.5602486334717,26.7206543408296,-99.9149747749205,279.010362694301,4392.68393782383,17.6476683937824
"348","Dythemis_sterilis","sterilis","Dythemis","Libellulidae","Anisoptera",28,317.051770790805,98.9173441311074,16.9513354794521,-91.2732613013699,293.493150684931,7352.72602739726,41.3904109589041
"349","Dythemis_velox","velox","Dythemis","Libellulidae","Anisoptera",33.5,180.500083283502,49.8804550932745,31.527770474934,-97.2562247229551,247.881266490765,2368.44591029024,5.06068601583113
"350","Ecchlorolestes_nylephtha","nylephtha","Ecchlorolestes","Synlestidae","Zygoptera",26,300.553231797342,71.8602874467665,-33.93311125,22.96590625,207,3416,63.875
"351","Ecchlorolestes_peringueyi","peringueyi","Ecchlorolestes","Synlestidae","Zygoptera",26.5,240.604991107938,71.3508089846731,-33.4986133333333,19.25139,207,3416,34
"352","Elasmothemis_cannacrioides","cannacrioides","Elasmothemis","Libellulidae","Anisoptera",32,442.500111418555,143.15599333134,7.44123588235294,-79.6920588235294,287.647058823529,7169.17647058824,60.6764705882353
"353","Elattoneura_frenulata","frenulata","Elattoneura","Protoneuridae","Zygoptera",18.5,267.761382835439,72.2709675779267,-33.7072835714286,20.361485,207,3416,27.7142857142857
"354","Elattoneura_glauca","glauca","Elattoneura","Protoneuridae","Zygoptera",18,370.609931203401,94.9496225041186,-26.9811986046512,29.8890037209302,278.674418604651,3375.27906976744,21.7674418604651
"355","Eleuthemis_buettikoferi","buettikoferi","Eleuthemis","Libellulidae","Anisoptera",25.5,311.670377440003,126.302157776552,3.3495,7.8285,304,4382.5,56
"356","Elga_leptostyla","leptostyla","Elga","Libellulidae","Anisoptera",22.5,507.21234182888,184.756494390836,1.64932333333333,-64.0694666666667,287,8861,50
"357","Enallagma_anna","anna","Enallagma","Coenagrionidae","Zygoptera",20,168.764924817067,63.6002159543498,41.2277693617021,-114.013534468085,217.297872340426,2877.48936170213,5.4468085106383
"358","Enallagma_annexum","annexum","Enallagma","Coenagrionidae","Zygoptera",20.5,171.789914655266,52.9831341105318,42.7542043121693,-118.965456322751,186.47619047619,3016.91534391534,6.28306878306878
"359","Enallagma_antennatum","antennatum","Enallagma","Coenagrionidae","Zygoptera",18,152.781393426132,47.7495821228846,39.5569084386583,-87.8892806319703,226.977695167286,2025.90706319703,10.8438661710037
"360","Enallagma_aspersum","aspersum","Enallagma","Coenagrionidae","Zygoptera",17.5,161.154943924172,47.0276030860452,39.5368763945578,-78.3887861564626,220.591836734694,2165.92857142857,30.4421768707483
"361","Enallagma_basidens","basidens","Enallagma","Coenagrionidae","Zygoptera",12.5,166.060483129286,49.3459032566799,35.35561518,-90.6697233,235.744,2244.974,15.834
"362","Enallagma_boreale","boreale","Enallagma","Coenagrionidae","Zygoptera",19.5,156.355961398967,51.4694132555498,45.5766578810322,-99.0999004264217,195.343601895735,2701.38151658768,8.34597156398104
"363","Enallagma_carunculatum","carunculatum","Enallagma","Coenagrionidae","Zygoptera",18,179.315988088189,53.6140138532082,40.1139798753966,-110.509997196543,207.278,3286.55,6.65
"364","Enallagma_civile","civile","Enallagma","Coenagrionidae","Zygoptera",18.5,174.624032141244,50.6688833485613,35.39483604,-96.86221866,234.656,2537.342,9.224
"365","Enallagma_clausum","clausum","Enallagma","Coenagrionidae","Zygoptera",19.5,166.26130329148,61.628921713528,42.3160301754386,-109.859684035088,224.526315789474,2418.98245614035,4.50877192982456
"366","Enallagma_coecum","coecum","Enallagma","Coenagrionidae","Zygoptera",17.5,175.730361652852,22.9503719729856,20.0967957894737,-75.5265392105263,292.078947368421,11157.7105263158,35.2368421052632
"367","Enallagma_concisum","concisum","Enallagma","Coenagrionidae","Zygoptera",15,168.546362036535,43.5602447844741,33.5487645454545,-81.1005818181818,217,2181,4.18181818181818
"368","Enallagma_cyathigerum","cyathigerum","Enallagma","Coenagrionidae","Zygoptera",18,144.823794786376,38.7319632089509,54.387003738,8.360030008,225.238,2801.85,8.63
"369","Enallagma_daeckii","daeckii","Enallagma","Coenagrionidae","Zygoptera",22,174.484259869784,43.8781049299237,35.5664352173913,-83.0131656521739,223.695652173913,2038.26086956522,16.3913043478261
"370","Enallagma_davisi","davisi","Enallagma","Coenagrionidae","Zygoptera",16.5,170.432223579681,42.953963426611,33.1273109090909,-82.1154190909091,217,2181,2.72727272727273
"371","Enallagma_deserti","deserti","Enallagma","Coenagrionidae","Zygoptera",21,167.315614835736,36.3545958770534,40.3208,140.581,211,3713,0
"372","Enallagma_divagans","divagans","Enallagma","Coenagrionidae","Zygoptera",19.5,166.053904854424,47.6834900493623,37.5420127536232,-84.5202834782609,225.536231884058,2071.65217391304,31.6086956521739
"373","Enallagma_doubledayi","doubledayi","Enallagma","Coenagrionidae","Zygoptera",18.5,200.756471358613,40.0994644378715,39.0248630882353,-75.1262167647059,227.808823529412,3126.75,6.94117647058824
"374","Enallagma_dubium","dubium","Enallagma","Coenagrionidae","Zygoptera",14.5,151.707445097251,44.0450044055562,30.8307429411765,-73.76413,229.941176470588,2209,18.7058823529412
"375","Enallagma_durum","durum","Enallagma","Coenagrionidae","Zygoptera",21,194.572068241989,44.7714026484721,37.4141860437846,-79.1889197415862,228.177777777778,2981.95555555556,16.8888888888889
"376","Enallagma_ebrium","ebrium","Enallagma","Coenagrionidae","Zygoptera",18.5,156.14994544534,44.9145471262712,45.2644847808848,-78.3190643049719,219.979674796748,2120.02845528455,24.5650406504065
"377","Enallagma_eiseni","eiseni","Enallagma","Coenagrionidae","Zygoptera",16,184.352976851929,40.5623534595059,24.381828,-110.792677333333,295,5375,8.73333333333333
"378","Enallagma_exsulans","exsulans","Enallagma","Coenagrionidae","Zygoptera",19,161.677004232037,48.103415800234,38.8476794599982,-84.70481038,224.464,2168.204,27.19
"379","Enallagma_geminatum","geminatum","Enallagma","Coenagrionidae","Zygoptera",14.5,167.008872802622,45.6423334446601,39.7889188628763,-81.7350522408027,222.772575250836,2278.78929765886,27.685618729097
"380","Enallagma_hageni","hageni","Enallagma","Coenagrionidae","Zygoptera",18,152.337463562986,46.5050047381625,44.1459144657534,-80.613365260274,221.232876712329,2110.57260273973,28.0191780821918
"381","Enallagma_laterale","laterale","Enallagma","Coenagrionidae","Zygoptera",15.5,192.572598204508,42.4832468406659,41.84337,-71.1421871428571,217,2181,28.7142857142857
"382","Enallagma_minusculum","minusculum","Enallagma","Coenagrionidae","Zygoptera",15,185.760258667225,40.3889389496796,43.6645820588235,-68.4045270588235,217,2181,13
"383","Enallagma_novaehispaniae","novaehispaniae","Enallagma","Coenagrionidae","Zygoptera",18,291.16646815007,87.1053880696971,21.1873875510204,-94.3949980272109,283.455782312925,5497.27210884354,31.1972789115646
"384","Enallagma_pictum","pictum","Enallagma","Coenagrionidae","Zygoptera",16.5,186.685759736252,39.8056847320478,42.047198,-71.263863,217,2181,22.3
"385","Enallagma_pollutum","pollutum","Enallagma","Coenagrionidae","Zygoptera",16.5,186.257844724869,39.4675524598636,30.129895,-82.5142646153846,272.653846153846,8837.07692307692,5.92307692307692
"386","Enallagma_praevarum","praevarum","Enallagma","Coenagrionidae","Zygoptera",18,202.82889855219,64.1315013553035,33.8425063212435,-112.529854300518,233.108808290155,2736.68911917098,5.13989637305699
"387","Enallagma_recurvatum","recurvatum","Enallagma","Coenagrionidae","Zygoptera",15.5,210.342835075247,35.9914073950173,41.5753714285714,-70.6401,217,2181,9.42857142857143
"388","Enallagma_semicirculare","semicirculare","Enallagma","Coenagrionidae","Zygoptera",16.5,326.899048185665,98.3909150140218,20.3586120833333,-99.2640420833333,290.333333333333,5069.75,39.8333333333333
"389","Enallagma_signatum","signatum","Enallagma","Coenagrionidae","Zygoptera",18,167.352029254046,46.8383260784333,37.92565876,-85.7433284,229.1,2290.744,20.25
"390","Enallagma_sulcatum","sulcatum","Enallagma","Coenagrionidae","Zygoptera",16,194.292898700501,37.4457614607338,28.3939275,-83.3096625,254.5,6747.5,1.75
"391","Enallagma_traviatum","traviatum","Enallagma","Coenagrionidae","Zygoptera",17,160.266139561449,47.1447855285572,38.836876,-81.2093436666667,220.483333333333,2149.79166666667,38.5333333333333
"392","Enallagma_weewa","weewa","Enallagma","Coenagrionidae","Zygoptera",19.5,174.376268024479,42.7115017865534,36.5750814285714,-78.8767835714286,218.571428571429,2147.5,17.2857142857143
"393","Enallagma_vernale","vernale","Enallagma","Coenagrionidae","Zygoptera",19,109.565770654965,39.3987088703384,43.8606419354839,-65.9641612903226,222.129032258065,2388.22580645161,9.74193548387097
"394","Enallagma_vesperum","vesperum","Enallagma","Coenagrionidae","Zygoptera",18,163.110836567851,45.9453809614863,40.4355843076923,-80.8719589230769,223.838461538462,2157.50769230769,22.6923076923077
"395","Epallage_fatime","fatime","Epallage","Euphaeidae","Zygoptera",32,140.018030329778,37.3813216094046,35.0402358333333,31.4996016666667,247,2638,1.41666666666667
"396","Epiaeschna_heros","heros","Epiaeschna","Aeshnidae","Anisoptera",56,176.809913737614,44.5463493276396,37.4037873515982,-82.3839100456621,223.634703196347,2178.68493150685,17.5753424657534
"397","Epigomphus_camelus","camelus","Epigomphus","Gomphidae","Anisoptera",31,397.792435740236,140.639450723327,10.30889,-84.71639,292,11314,80
"398","Epigomphus_obtusus","obtusus","Epigomphus","Gomphidae","Anisoptera",31,552.24521572778,188.626113427399,-12.3,-71.16,276,6294,60
"399","Epigomphus_paludosus","paludosus","Epigomphus","Gomphidae","Anisoptera",34.5,414.361369535364,136.56578217875,-15.38915,-39.56515,281,3895,80
"400","Epiophlebia_superstes","superstes","Epiophlebia","Epiophlebiidae","Anisoptera",29.5,168.420132898084,28.4797073748921,35.2731111111111,133.974,211,3713,7.22222222222222
"401","Epipleoneura_lamina","lamina","Epipleoneura","Protoneuridae","Zygoptera",16,525.292089892289,178.366686329664,-4.07796666666667,-67.9657333333333,281.333333333333,7967.33333333333,57
"402","Epipleoneura_venezuelensis","venezuelensis","Epipleoneura","Protoneuridae","Zygoptera",16,542.679460547505,190.575020783654,3.75622333333333,-59.7107666666667,277,3955,23.3333333333333
"403","Epitheca_bimaculata","bimaculata","Epitheca","Corduliidae","Anisoptera",40,145.255324232705,42.8670983108879,55.2565586042248,13.3747704501511,225.262839879154,2889.81268882175,11.6495468277946
"404","Epitheca_costalis","costalis","Epitheca","Corduliidae","Anisoptera",28.5,165.396790644776,48.041253071637,37.5232747368421,-91.3294078947368,231.473684210526,1872.44736842105,17.5
"405","Epitheca_marginata","marginata","Epitheca","Corduliidae","Anisoptera",36,172.11046122516,28.6592884574881,36.2770311111111,135.167797777778,211,3713,9.11111111111111
"406","Epitheca_sepia","sepia","Epitheca","Corduliidae","Anisoptera",29,187.710392617264,40.020763149385,28.08512,-81.68032,292,11314,2.66666666666667
"407","Epitheca_stella","stella","Epitheca","Corduliidae","Anisoptera",29.5,181.873354845648,38.4488917894939,27.477276,-81.374874,292,11314,9.6
"408","Epophthalmia_elegans","elegans","Epophthalmia","Macromiidae","Anisoptera",51,191.704304420664,35.6115574655623,34.6811986363636,135.683936818182,221,4185.45454545455,5.5
"409","Epophthalmia_vittigera","vittigera","Epophthalmia","Macromiidae","Anisoptera",51,400.127737238152,116.405603531696,9.439615,100.30588,289,11401,0
"410","Erpetogomphus_compositus","compositus","Erpetogomphus","Gomphidae","Anisoptera",32.5,175.997395621131,60.3010693100977,35.883535,-115.408704181818,229.990909090909,2393.12727272727,1.31818181818182
"411","Erpetogomphus_crotalinus","crotalinus","Erpetogomphus","Gomphidae","Anisoptera",32,182.96822533269,72.2769286264027,32.184455,-104.591495,239,1712,0
"412","Erpetogomphus_designatus","designatus","Erpetogomphus","Gomphidae","Anisoptera",32.5,177.955701067967,51.1367302107916,32.3162961377245,-96.738574491018,249.829341317365,2588.0119760479,7.3562874251497
"413","Erpetogomphus_eutainia","eutainia","Erpetogomphus","Gomphidae","Anisoptera",25.5,241.458552839724,67.9361899160016,26.1455458139535,-96.79716,294.93023255814,5513.11627906977,14.7209302325581
"414","Erpetogomphus_heterodon","heterodon","Erpetogomphus","Gomphidae","Anisoptera",33.5,189.634978026776,78.4305048239955,33.2451942857143,-108.228721428571,239,1712,1.14285714285714
"415","Erpetogomphus_lampropeltis","lampropeltis","Erpetogomphus","Gomphidae","Anisoptera",31,206.577736581268,71.2930035964385,32.7324534375,-111.727781875,242.5,1940.9375,4.21875
"416","Erythemis_attala","attala","Erythemis","Libellulidae","Anisoptera",35,341.552591547104,97.2896718811322,15.291730625,-92.1933622916667,285.3125,6141.72916666667,35.375
"417","Erythemis_collocata","collocata","Erythemis","Libellulidae","Anisoptera",31.5,181.629943384048,56.9386071539124,37.2321884841076,-118.023111369193,213.312958435208,3376.63325183374,3.19804400977995
"418","Erythemis_haematogastra","haematogastra","Erythemis","Libellulidae","Anisoptera",33,384.293486359658,127.700629615024,12.94301375,-84.1035254166667,291.083333333333,8511.91666666667,40.7083333333333
"419","Erythemis_mithroides","mithroides","Erythemis","Libellulidae","Anisoptera",32.5,341.081044304617,111.007885583352,15.6487905,-89.366986,293.4,7082.7,33.05
"420","Erythemis_peruviana","peruviana","Erythemis","Libellulidae","Anisoptera",31,406.283534821926,139.273289011641,8.07040836363636,-76.5603883636364,286.781818181818,8843.43636363636,33.6545454545455
"421","Erythemis_plebeja","plebeja","Erythemis","Libellulidae","Anisoptera",33.5,269.996661500598,75.1276306873934,21.0665360769231,-92.4928646153846,287.553846153846,6604.27692307692,25.9384615384615
"422","Erythemis_simplicicollis","simplicicollis","Erythemis","Libellulidae","Anisoptera",31.5,178.322859369992,45.8341492723387,35.574312869007,-88.1492114754069,237.172,2804.422,14.814
"423","Erythemis_vesiculosa","vesiculosa","Erythemis","Libellulidae","Anisoptera",38,274.860826237432,80.780310146899,20.0088791803279,-89.5680495901639,285.245901639344,6805.70491803279,20.5491803278689
"424","Erythrodiplax_abjecta","abjecta","Erythrodiplax","Libellulidae","Anisoptera",27.25,341.697492905621,125.778773228165,13.006208,-81.013464,277,9487.4,38.4
"425","Erythrodiplax_amazonica","amazonica","Erythrodiplax","Libellulidae","Anisoptera",22,561.712420807141,193.58530480567,5.61699,-59.0622,277,3955,61.6666666666667
"426","Erythrodiplax_anatoidea","anatoidea","Erythrodiplax","Libellulidae","Anisoptera",20.25,403.488995914093,147.968099701,-15.3936,-61.4962,276,6294,66
"427","Erythrodiplax_andagoya","andagoya","Erythrodiplax","Libellulidae","Anisoptera",23,405.590791594879,131.757818290731,10.376608125,-84.438775,292.1875,10942.8125,64.875
"428","Erythrodiplax_attenuata","attenuata","Erythrodiplax","Libellulidae","Anisoptera",23,581.72570861207,190.679472626167,-5.7004,-72.8995285714286,276,6294,73.7142857142857
"429","Erythrodiplax_basalis","basalis","Erythrodiplax","Libellulidae","Anisoptera",20.75,390.185646622277,137.475045011276,3.007634,-65.4177453333333,285.6,8335.6,33.8666666666667
"430","Erythrodiplax_basifusca","basifusca","Erythrodiplax","Libellulidae","Anisoptera",23.5,224.234414245896,77.1091600062249,27.5268038297872,-107.022349787234,271.170212765957,3816.27659574468,18.3829787234043
"431","Erythrodiplax_berenice","berenice","Erythrodiplax","Libellulidae","Anisoptera",24,208.664010370212,35.119437468345,32.5253178873239,-81.3733120774648,253.922535211268,5267.60211267606,9
"432","Erythrodiplax_castanea","castanea","Erythrodiplax","Libellulidae","Anisoptera",26.5,476.13011697025,159.805513907674,3.75726083333333,-70.6800758333333,285,8014.33333333333,58.6666666666667
"433","Erythrodiplax_connata","connata","Erythrodiplax","Libellulidae","Anisoptera",22.25,267.5292374041,94.7687560123806,18.7456091891892,-96.6357654054054,276.486486486487,6167.24324324324,17.2972972972973
"434","Erythrodiplax_corallina","corallina","Erythrodiplax","Libellulidae","Anisoptera",25.75,136.969227915493,29.0777942999817,-38.97,-67.93,210,6729,45
"435","Erythrodiplax_fervida","fervida","Erythrodiplax","Libellulidae","Anisoptera",25,380.857404008657,117.629322111941,13.2802867647059,-85.1300162745098,292.362745098039,8856.55882352941,44.843137254902
"436","Erythrodiplax_fulva","fulva","Erythrodiplax","Libellulidae","Anisoptera",19.75,536.535473594355,188.725150615439,3.27867,-59.7243,277,3955,0
"437","Erythrodiplax_funerea","funerea","Erythrodiplax","Libellulidae","Anisoptera",29,317.789653221583,103.418440423123,16.4665658102094,-95.3385653287463,293.90625,7540.26041666667,33.5729166666667
"438","Erythrodiplax_fusca","fusca","Erythrodiplax","Libellulidae","Anisoptera",21.5,368.25103684828,118.443515251643,12.3718744512195,-84.8014369512195,291.286585365854,8295.40853658537,45.9085365853659
"439","Erythrodiplax_ines","ines","Erythrodiplax","Libellulidae","Anisoptera",30,534.430088644318,148.270530918511,-2.2731,-78.1939,276,6294,80
"440","Erythrodiplax_juliana","juliana","Erythrodiplax","Libellulidae","Anisoptera",23,483.854768392769,151,-22.4,-47.55,281,3895,19
"441","Erythrodiplax_kimminsi","kimminsi","Erythrodiplax","Libellulidae","Anisoptera",25.6,419.251493095796,139.495600976518,8.7311125,-82.002344375,291,11000.25,56.5625
"442","Erythrodiplax_latimaculata","latimaculata","Erythrodiplax","Libellulidae","Anisoptera",23.25,429.388537131769,154.870637075559,-8.64106666666667,-63.7314666666667,281.333333333333,7967.33333333333,52
"443","Erythrodiplax_laurentia","laurentia","Erythrodiplax","Libellulidae","Anisoptera",23,540.699964437594,185.302265937585,2.01545666666667,-64.8765666666667,276.666666666667,4734.66666666667,39.3333333333333
"444","Erythrodiplax_longitudinalis","longitudinalis","Erythrodiplax","Libellulidae","Anisoptera",22,544.943602125,185.645331404192,2.17773333333333,-64.7384,276.666666666667,4734.66666666667,39.6666666666667
"445","Erythrodiplax_maculosa","maculosa","Erythrodiplax","Libellulidae","Anisoptera",16.5,536.535473594355,188.725150615439,3.27867,-59.7243,277,3955,0
"446","Erythrodiplax_media","media","Erythrodiplax","Libellulidae","Anisoptera",22.75,413.812997920791,136.378737643205,-15.4228,-39.5406,281,3895,80
"447","Erythrodiplax_minuscula","minuscula","Erythrodiplax","Libellulidae","Anisoptera",19,187.40708423964,42.3305317275274,31.252007080292,-83.7496271532847,251.094890510949,5712.25547445256,9.54744525547445
"448","Erythrodiplax_paraguayensis","paraguayensis","Erythrodiplax","Libellulidae","Anisoptera",17.5,494.541657195242,173.420612683544,-0.975933571428572,-58.7346014285714,277.071428571429,4451.92857142857,32.0714285714286
"449","Erythrodiplax_solimaea","solimaea","Erythrodiplax","Libellulidae","Anisoptera",25,549.028946124071,178.456496581876,-0.5228,-75.2567,276,6294,80
"450","Erythrodiplax_tenuis","tenuis","Erythrodiplax","Libellulidae","Anisoptera",18,593.353050508159,187.159938628926,-3.85,-73.18,276,6294,80
"451","Erythrodiplax_transversa","transversa","Erythrodiplax","Libellulidae","Anisoptera",21.75,536.535473594355,188.725150615439,3.2655,-59.7245,277,3955,10
"452","Erythrodiplax_umbrata","umbrata","Erythrodiplax","Libellulidae","Anisoptera",29.75,262.100387596145,74.2045432929762,21.1473051724138,-88.6213140086207,279.241379310345,6500.52801724138,19.7004310344828
"453","Erythrodiplax_unimaculata","unimaculata","Erythrodiplax","Libellulidae","Anisoptera",26,498.4211036388,158.147607992767,1.7765,-66.83464,283,7828.2,64.2
"454","Erythrodiplax_venusta","venusta","Erythrodiplax","Libellulidae","Anisoptera",25.5,525.211907963293,173.049835205826,-0.10915,-56.1725,279,3925,40
"455","Erythromma_lindenii","lindenii","Erythromma","Coenagrionidae","Zygoptera",20,145.67207051053,57.6159834907196,45.85970248,5.87835746,234.664,2788.048,12.024
"456","Erythromma_najas","najas","Erythromma","Coenagrionidae","Zygoptera",22,149.666840657736,39.4851093148681,54.278627968,9.276650344,225.29,2880.486,7.898
"457","Erythromma_viridulum","viridulum","Erythromma","Coenagrionidae","Zygoptera",18,153.206307615362,47.3890708754451,50.50069932,7.13985726,234.064,2873.848,6.63
"458","Euphaea_impar","impar","Euphaea","Euphaeidae","Zygoptera",24,353.180260620011,115.094158036731,2.54553333333333,105.49502,289,11401,46.3333333333333
"459","Euphaea_yayeyamana","yayeyamana","Euphaea","Euphaeidae","Zygoptera",25.5,92,8,24.40167,123.78107,282,5066,14
"460","Fylgia_amazonica","amazonica","Fylgia","Libellulidae","Anisoptera",16,532.929057213703,173.828225770269,-4.9857,-62.74085,278.5,5094.5,40
"461","Gomphaeschna_antilope","antilope","Gomphaeschna","Aeshnidae","Anisoptera",33,190.129681639042,43.1430131513061,38.3348668421053,-76.5585942105263,217,2181,16.8421052631579
"462","Gomphaeschna_furcillata","furcillata","Gomphaeschna","Aeshnidae","Anisoptera",32.5,178.640033776644,44.9946418832516,40.1788725,-77.0599719047619,219.72619047619,2250.64285714286,36.7023809523809
"463","Gomphidia_quarrei","quarrei","Gomphidia","Gomphidae","Anisoptera",35,300.993523268681,132.314785900401,1.115,23.89,300,4206,59.6666666666667
"464","Gomphomacromia_fallax","fallax","Gomphomacromia","Corduliidae","Anisoptera",26,544.038059560721,184.582081418272,-12.4233333333333,-70.78,276,6294,53.3333333333333
"465","Gomphomacromia_paradoxa","paradoxa","Gomphomacromia","Corduliidae","Anisoptera",22.5,125.635344558065,24.6003114018805,-39.838,-72.622,210,6729,56.2
"466","Gomphus_abbreviatus","abbreviatus","Gomphus","Gomphidae","Anisoptera",23.5,169.157515973752,45.755608585272,40.4067094117647,-76.7030394117647,217,2181,40.8823529411765
"467","Gomphus_adelphus","adelphus","Gomphus","Gomphidae","Anisoptera",26,149.766779266092,45.1212779970326,45.9540504477612,-73.6020844776119,217.65671641791,2167,24.1492537313433
"468","Gomphus_apomyius","apomyius","Gomphus","Gomphidae","Anisoptera",24,178.818214552483,45.9545876091886,31.88754,-90.9908258333333,233.5,1829.25,18.8333333333333
"469","Gomphus_australis","australis","Gomphus","Gomphidae","Anisoptera",28,166.753582365431,42.3016234282683,32.9838033333333,-81.0564916666667,229.5,3703.16666666667,5
"470","Gomphus_borealis","borealis","Gomphus","Gomphidae","Anisoptera",27,143.765178686591,44.9680539060999,45.9624741176471,-71.8908229411765,217,2181,28.2352941176471
"471","Gomphus_cavillaris","cavillaris","Gomphus","Gomphidae","Anisoptera",22.5,185.270491741043,42.9545239705554,31.225322,-81.821878,247,5834.2,3
"472","Gomphus_consanguis","consanguis","Gomphus","Gomphidae","Anisoptera",34.5,149.434355995551,55.7700833160581,35.74525,-83.56314,217,2181,26
"473","Gomphus_crassus","crassus","Gomphus","Gomphidae","Anisoptera",33.5,147.843527182393,45.3062943394117,36.6248617391304,-81.279792173913,219.869565217391,2232.13043478261,21.1739130434783
"474","Gomphus_descriptus","descriptus","Gomphus","Gomphidae","Anisoptera",30.5,155.530661694099,48.0379164875797,44.0618331914894,-74.6119938297872,217,2181,34.4042553191489
"475","Gomphus_dilatatus","dilatatus","Gomphus","Gomphidae","Anisoptera",38.5,174.038286498798,46.4229620130688,33.67876375,-82.9209425,217,2181,18.75
"476","Gomphus_diminutus","diminutus","Gomphus","Gomphidae","Anisoptera",22.5,154.77405022314,42.4415301708374,34.5071685714286,-79.9578271428571,217,2181,2.85714285714286
"477","Gomphus_exilis","exilis","Gomphus","Gomphidae","Anisoptera",25,163.139602344718,45.9660764971389,41.1684882512315,-77.567400270936,217.586206896552,2170.03448275862,34.8325123152709
"478","Gomphus_externus","externus","Gomphus","Gomphidae","Anisoptera",31.5,164.297907348098,49.5889040679614,35.933895022218,-95.9697628444444,241.217777777778,2012.66222222222,5.68
"479","Gomphus_fraternus","fraternus","Gomphus","Gomphidae","Anisoptera",30.5,159.496733759295,45.7025476163531,42.2927661267606,-84.4971166197183,221.492957746479,2085.21830985915,22.4084507042254
"480","Gomphus_geminatus","geminatus","Gomphus","Gomphidae","Anisoptera",26.5,207.186178101303,43.8390216205327,30.686845,-87.16064,217,2181,10.5
"481","Gomphus_gonzalezi","gonzalezi","Gomphus","Gomphidae","Anisoptera",31,312.827195183426,93.592105743531,22.7951233333333,-98.8483811111111,295,5375,31.2222222222222
"482","Gomphus_graslinellus","graslinellus","Gomphus","Gomphidae","Anisoptera",31.5,158.611213435582,46.9074949689906,39.1069471782133,-88.652880990099,229.39603960396,2167.89108910891,9.22277227722772
"483","Gomphus_graslinii","graslinii","Gomphus","Gomphidae","Anisoptera",28.5,152.928768823448,47.5295728690209,39.8471289655172,-4.92559732758621,237.793103448276,2340.58620689655,5.74137931034483
"484","Gomphus_hodgesi","hodgesi","Gomphus","Gomphidae","Anisoptera",25,199.043858352577,45.1871058480408,30.786222,-86.975074,217,2181,2
"485","Gomphus_hybridus","hybridus","Gomphus","Gomphidae","Anisoptera",28,176.537868848968,46.3229398570199,34.7869915384615,-91.0907853846154,231.384615384615,1874.34615384615,9.23076923076923
"486","Gomphus_kurilis","kurilis","Gomphus","Gomphidae","Anisoptera",31,190.49688669388,54.6206249890645,38.7402708064516,-121.908849193548,179.903225806452,5073.02419354839,5.80645161290323
"487","Gomphus_lineatifrons","lineatifrons","Gomphus","Gomphidae","Anisoptera",41.5,158.374996707004,47.272816523782,39.4206224390244,-83.8526404878049,218.609756097561,2146.68292682927,47.219512195122
"488","Gomphus_lividus","lividus","Gomphus","Gomphidae","Anisoptera",31.5,163.561830819767,47.0280493673036,38.1945759745763,-80.805041059322,220.618644067797,2128.3813559322,35.9703389830508
"489","Gomphus_lynnae","lynnae","Gomphus","Gomphidae","Anisoptera",67,165.228823990113,57.6224270145802,44.59714,-119.551641666667,218.666666666667,2833.66666666667,1.83333333333333
