"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"930083","occurrence","","","106417","Coramaeschnidium n. gen. minimum n. sp.","species","179500","Coramaeschnidium minimum","species","179500","Late Hauterivian","","136.4","13","35493, 35493","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","","","sandstone","fine,gray,yellow","lithified","","","","","","","","lagoonal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-15 07:34:23","2011-03-14 15:34:23","","22.76","35.83","315"
"930084","occurrence","","","106417","Kesseleraeschnidium n. gen. simonae n. sp.","species","179496","Kesseleraeschnidium simonae","species","179496","Late Hauterivian","","136.4","13","35493, 35493","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","","","sandstone","fine,gray,yellow","lithified","","","","","","","","lagoonal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-15 07:34:23","2014-08-26 00:37:02","","22.76","35.83","315"
"930100","occurrence","","","106418","Kimmeridgebrachypteraeschnidium n. gen. etchesi n. sp.","species","179502","Kimmeridgebrachypteraeschnidium etchesi","species","179502","Late Kimmeridgian","","155.7","150.8","35493, 35493","-2.117000","50.619999","UK","Dorset","","outcrop","","155.7","150.8","41","125","124","Kimmeridge Clay","","","group of beds","","","","","","","","Kimmeridge clay ranges into Lower Tithonian, but at Kimmeridge Bay locality it is only Kimmeridgian (Morgans-Bell et al., 2001).","","claystone","","","","","","","","","","marine indet.","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-15 07:53:25","2014-08-01 18:15:40","","13.56","32.47","315"
"930106","occurrence","","","103833","Aeschnidiidae indet.","family","178664","Aeschnidiidae","family","178664","Late Berriasian","","145","140.2","35493, 35493","-1.950000","50.605000","UK","England","Dorset","outcrop","","145","140.2","123","123","123","Durlston","Purbeck","Stair Hole","group of beds","","Clements Bed 175","Clements Bed 175","","","","","","","""siliciclastic""","","lithified","","","","","","","","lagoonal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-15 08:04:01","2016-02-08 23:11:26","","16.17","33.00","315"
"930108","occurrence","","","104003","Aeschnidiidae indet.","family","178664","Aeschnidiidae","family","178664","Late Berriasian","","145","140.2","35493, 35493","-1.950000","50.605000","UK","Dorset","","outcrop","","145","140.2","123","123","123","","","","bed","","","","","","","","","","not reported","","","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-15 08:05:35","2011-03-14 16:05:35","","16.17","33.00","315"
"930111","occurrence","","","45193","Aeschnidiidae indet.","family","178664","Aeschnidiidae","family","178664","Early Barremian","","13","125.45","35493, 35493","0.350000","51.133331","UK","England","Surrey","outcrop","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","Cypridea clavata","","","","","","","about 7 m below the base of BGS Bed 5c, Cypridea clavata zone; Hughes's MCT phase 2 (1994)","""most were encased in nodules of sideritic siltstone...but some lay unprotected in soft clay."" ""fine silty clay...light olive-grey in colour and containing large irregular nodules of bioturbated sideritic siltstone.""","claystone","bioturbation,fine,concretionary,gray,green","lithified","sandy","Y","siltstone","very fine,sideritic","lithified","","Y","pond","passive margin","""quiet, low-energy nature of...environment""; ""non-marine origin."" ""fluvial and/or mudplain environment with areas of shallow water, lagoons and marsh""; ""A temporary, shallow body of water on a marshy floodplain.""","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-15 08:07:17","2011-03-14 16:07:17","","25.29","37.43","315"
"931595","occurrence","","","106696","Mesoepiophlebia veronicae","species","180025","Mesoepiophlebia veronicae","species","180025","Early Toarcian","","183","182","35532, 35532","5.930000","45.549999","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-03-27 18:14:27","2011-03-27 02:21:38","","25.37","35.72","305"
"931596","occurrence","","","152883","Stenophlebia latreillei","species","177945","Stenophlebia latreillei","species","177945","Early Tithonian","","150.8","145","35532, 35532","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-27 19:51:30","2013-12-03 00:04:41","","23.87","32.07","305"
"931598","occurrence","","","105427","Mesoepiophlebia n. gen. veronicae n. sp.","species","180025","Mesoepiophlebia veronicae","species","180025","Early Toarcian","","183","182","35532, 35532","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-03-28 03:32:49","2011-09-30 15:40:42","","23.72","39.52","315"
"931599","occurrence","","","105427","Heterophlebia buckmani","species","180052","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35532, 35532","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-28 03:36:05","2011-03-27 11:36:05","","23.72","39.52","315"
"931600","occurrence","","","105427","Paraheterophlebia n. gen. marcusi n. sp.","species","180075","Paraheterophlebia marcusi","species","180075","Early Toarcian","","183","182","35532, 35532","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-28 09:18:29","2011-03-27 17:18:29","","23.72","39.52","315"
"931601","occurrence","","","105427","Paraplagiophlebia n. gen. loneuxi n. sp.","species","180082","Paraplagiophlebia loneuxi","species","180082","Early Toarcian","","183","182","35532, 35532","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-28 09:41:02","2011-03-27 17:41:02","","23.72","39.52","315"
"931602","occurrence","","","105427","Myopophlebia libera","species","180084","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35532, 35532","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 09:41:02","2014-05-28 20:49:29","","23.72","39.52","315"
"931603","occurrence","","","122986","Selenothemis n. gen. liadis n. sp.","species","180326","Selenothemis liadis","species","180326","Early Toarcian","","183","182","44888, 44888","12.065000","53.630001","DE","","","outcrop","","183","182","43","132","131","","","","","Harpoceras falciferum","","","","","","","","","claystone","concretionary","lithified","","","","","","","","offshore","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 10:10:52","2013-02-15 00:25:30","","26.60","44.67","315"
"931604","occurrence","","","105541","Isophlebia aspasia","species","180478","Isophlebia aspasia","species","180478","Early Tithonian","","150.8","145","35532, 35532","11.105000","48.904999","DE","Bayern","","","","150.8","145","124","124","124","Solnhofen","","","","Hybonoticeras hybonotum","","","","","","","","Plattenkalk or Lithographic limestone","lime mudstone","planar lamination,brown","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 10:40:53","2013-12-01 18:19:42","","23.84","32.07","305"
"931605","occurrence","","","152883","Isophlebia aspasia","species","180478","Isophlebia aspasia","species","180478","Early Tithonian","","150.8","145","35532, 35532","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 10:42:56","2013-12-02 00:49:58","","23.87","32.07","305"
"931606","occurrence","","","105797","Isophlebia aspasia","species","180478","Isophlebia aspasia","species","180478","Early Tithonian","","150.8","145","35532, 35532","11.175000","48.904999","DE","Bavaria","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","Plattenkalk limestone","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 10:44:31","2013-12-01 18:22:43","","23.89","32.08","305"
"931607","occurrence","","","123985","Isophlebia aspasia","species","180478","Isophlebia aspasia","species","180478","Early Tithonian","","150.8","145","50897, 50897","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 10:50:40","2014-04-26 23:54:48","","23.87","32.08","305"
"931608","occurrence","24485","","105427","Liassogomphus brodiei","species","170233","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","33306, 33306","5.907000","49.567001","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 11:22:11","2014-05-28 20:49:29","","23.72","39.52","315"
"931609","occurrence","","","106698","Phthitogomphus angulatus","species","180550","Phthitogomphus angulatus","species","180550","Early Toarcian","","183","182","35532, 35532","5.939000","49.566002","LU","","","outcrop","","183","182","43","132","131","","","","","","","","","","","","","Fossils found in carbonate lenses","""limestone""","lenticular","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-03-28 11:34:10","2011-03-27 19:34:10","","23.74","39.53","315"
"931611","occurrence","25929","","106417","Proeuthemis n. gen. pritykinae n. sp.","species","188930","Proeuthemis pritykinae","species","188930","Late Hauterivian","","136.4","13","38286, 38286","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","","","sandstone","fine,gray,yellow","lithified","","","","","","","","lagoonal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-03-28 12:16:34","2016-12-12 14:12:02","","22.76","35.83","315"
"933711","occurrence","","","107341","Campterophlebia n. gen. elegans n. sp.","species","180344","Campterophlebia elegans","species","180344","Early Toarcian","","183","182","35656, 35656","10.680000","52.270000","DE","Niedersachsen","Wolfenbüttel","outcrop","","183","182","43","132","131","Posidonia Shale","","","bed","Boreale","","","","","","","","""Soft, fine splitting marl slate""","""shale""","","","","Y","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 11:15:27","2011-04-04 20:15:27","","26.23","43.10","315"
"933712","occurrence","","","107341","Necrogomphus brunswigae n. sp.","species","185632","Necrogomphus brunswigae","species","185632","Early Toarcian","","183","182","35656, 35656","10.680000","52.270000","DE","Niedersachsen","Wolfenbüttel","outcrop","","183","182","43","132","131","Posidonia Shale","","","bed","Boreale","","","","","","","","""Soft, fine splitting marl slate""","""shale""","","","","Y","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 11:15:27","2011-04-04 20:15:27","","26.23","43.10","315"
"933713","occurrence","","","105002","Sphenophlebia n. gen. interrupta n. sp.","species","180020","Sphenophlebia interrupta","species","180020","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:16","2011-04-04 21:02:16","","26.15","43.13","315"
"933714","occurrence","","","105002","Liadothemis wunnenbergi","species","180077","Paraheterophlebia wunnenbergi","species","182513","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933715","occurrence","","","105002","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933716","occurrence","","","105002","Heterophlebia buckmani","species","180052","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933717","occurrence","","","105002","Plagiophlebia praecostarea","species","180080","Plagiophlebia praecostarea","species","180080","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933718","occurrence","","","105002","Gomphites (Palaeogomphus ?) aranea","species","180928","Phthitogomphus angulatus","species","180550","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933719","occurrence","","","105002","Gomphites brodiei","species","180554","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933720","occurrence","","","105002","Elattogomphus n. gen. latus n. sp.","species","180638","Elattogomphus latus","species","180638","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933721","occurrence","","","105002","Proinogomphus n. gen. bodei n. sp.","species","180640","Proinogomphus bodei","species","180640","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933722","occurrence","","","105002","Proinogomphus bicellatus n. sp.","species","180641","Proinogomphus bodei","species","180640","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933723","occurrence","","","105002","Strongylogomphus grasselianus","species","180647","Strongylogomphus grasselianus","species","180647","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933724","occurrence","","","105002","Myopophlebia n. gen. ligata n. sp.","species","180085","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933725","occurrence","","","105002","Myopophlebia libera","species","180084","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933726","occurrence","","","105002","Myopophlebia inexpleta n. sp.","species","180086","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:02:17","2011-04-04 21:02:17","","26.15","43.13","315"
"933727","occurrence","","","107342","Liadothemis wunnenbergi n. sp.","species","180077","Paraheterophlebia wunnenbergi","species","182513","Early Toarcian","","183","182","35656, 35656","10.706111","52.357498","DE","Niedersachsen","Helmstedt","small collection","","183","182","43","132","131","","","","bed","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:17:03","2011-04-04 21:17:03","","26.20","43.19","315"
"933728","occurrence","","","107321","Liadothemis wunnenbergi","species","180077","Paraheterophlebia wunnenbergi","species","182513","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933729","occurrence","","","107321","Ensphingophlebia n. gen. undulata n. sp.","species","180027","Ensphingophlebia undulata","species","180027","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933730","occurrence","","","107321","Paragomphus n. gen. angulatus n. sp.","species","180549","Phthitogomphus angulatus","species","180550","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933731","occurrence","","","107321","Gomphites brodiei","species","180554","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933732","occurrence","","","107321","Strongylogomphus n. gen. grasselianus n. sp.","species","180647","Strongylogomphus grasselianus","species","180647","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933733","occurrence","","","107321","Myopophlebia libera","species","180084","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933734","occurrence","","","107321","Myopophlebia tecta n. sp.","species","180087","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:09","2011-04-04 21:31:09","","26.11","43.16","315"
"933736","occurrence","","","107321","Syrrhoe n. gen. commissa n. sp.","species","180987","Syrrhoe commissa","species","180987","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:31:10","2011-04-04 21:31:10","","26.11","43.16","315"
"933737","occurrence","","","107323","Ensphingophlebia undulata","species","180027","Ensphingophlebia undulata","species","180027","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:35:27","2011-04-04 21:35:27","","26.15","43.13","315"
"933738","occurrence","","","107323","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.615000","52.314999","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 12:40:38","2011-04-04 21:40:38","","26.15","43.13","315"
"933739","occurrence","","","107343","Heterophlebia proxima n. sp.","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.739000","52.352001","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 13:02:30","2011-04-04 22:02:30","","26.23","43.19","315"
"933740","occurrence","","","107343","Heterophlebia buckmani","species","180052","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.739000","52.352001","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 13:02:30","2011-04-04 22:02:30","","26.23","43.19","315"
"933741","occurrence","","","107343","Gomphites (Palaeogomphus) propinquus n. sp.","species","180979","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35656, 35656","10.739000","52.352001","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-04-05 13:02:30","2012-09-02 23:27:32","","26.23","43.19","315"
"933742","occurrence","","","107343","Myopophlebia libera n. sp.","species","180084","Myopophlebia libera","species","180084","Early Toarcian","","183","182","35656, 35656","10.739000","52.352001","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-05 13:02:30","2011-04-04 22:02:30","","26.23","43.19","315"
"934543","occurrence","","","107344","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:05:29","2011-04-09 02:05:29","","26.23","43.20","315"
"934544","occurrence","","","107344","Gomphites (Palaeogomphus) propinquus","species","180979","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:05:29","2011-04-09 02:05:29","","26.23","43.20","315"
"934545","occurrence","","","107552","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Elegans","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:18:53","2011-04-09 02:18:53","","26.23","43.20","315"
"934546","occurrence","","","107552","Plagiophlebia n. gen. praecostarea n. sp.","species","180080","Plagiophlebia praecostarea","species","180080","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Elegans","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:18:53","2011-04-09 02:18:53","","26.23","43.20","315"
